Timestamp,Media Type,Title,Year,IMDBID,Genre
6/13/2024 7:46:20,VHS,Duck Tales Masked Marauders,1988,,Animation
6/13/2024 7:46:40,VHS,Duck Tales Raiders of the Lost Harp,1988,,Animation
6/13/2024 7:47:05,VHS,Duck Tales Seafaring Sailors,1988,,Animation
6/13/2024 7:47:59,VHS,El Cid,1961,tt0054847,"Biography, Drama, History"
6/13/2024 7:48:41,VHS,Edtv,1999,tt0131369,"Comedy, Drama"
6/13/2024 7:49:19,VHS,Easter Parade,1948,tt0040308,"Musical, Romance"
6/13/2024 7:49:57,VHS,Dub and Dumber,1994,tt0109686,Comedy
6/13/2024 7:50:42,VHS,Elizabeth,1998,tt0127536,"Biography, Drama, History"
6/13/2024 7:52:00,VHS,Excalibur,1981,tt0082348,"Adventure, Drama, Fantasy"
6/13/2024 7:52:55,VHS,Entrapment,1999,tt0137494,"Action, Crime, Romance"
6/13/2024 7:53:38,VHS,Eraser,1996,tt0116213,"Action, Crime, Thriller"
6/13/2024 7:54:26,VHS,Executive Decision,1996,tt0116253,"Action, Adventure, Thriller"
6/13/2024 7:55:06,VHS,Emmet Otter's Jug-Band Christmas,1977,tt0075988,"Comedy, Drama, Family"
6/13/2024 7:55:45,VHS,Eye of the Beholder,1999,tt0120662,"Drama, Mystery, Thriller"
6/13/2024 7:56:20,VHS,Dragonfly,2002,tt0259288,"Drama, Fantasy, Mystery"
6/13/2024 7:56:55,VHS,Erin Brockovich,2000,tt0195685,"Biography, Drama"
6/13/2024 7:57:39,VHS,E. T. the Extra-Terrestrial,1982,tt0083866,"Adventure, Family, Sci-Fi"
6/17/2024 11:25:36,VHS,"Glimmer Man, The",1996,tt0116421,"Action, Comedy, Crime"
6/17/2024 11:26:15,VHS,Gloria,1999,tt0120683,"Crime, Drama, Thriller"
6/17/2024 11:27:09,VHS,"General's Daughter, The",1999,tt0144214,"Crime, Drama, Mystery"
6/17/2024 11:28:00,VHS,George of the Jungle,1997,tt0119190,"Action, Adventure, Comedy"
6/17/2024 11:28:48,VHS,"Good, the Bad, and the Ugly, The",1966,tt0060196,"Adventure, Drama, Western"
6/17/2024 11:30:08,VHS,"Glenn Miller Story, The",1954,tt0047030,"Biography, Drama, Music"
6/17/2024 11:31:20,VHS,Gettysburg,1993,tt0107007,"Drama, History, War"
6/17/2024 11:32:00,VHS,"Great Outdoors, The",1988,tt0095253,Comedy
6/17/2024 11:32:39,VHS,"Godfather Part III, The",1990,tt0099674,"Crime, Drama"
6/17/2024 11:33:45,VHS,Godzilla vs. Mechagodzilla,1974,tt0071565,"Action, Adventure, Animation"
6/17/2024 11:34:32,VHS,Godzilla vs. Gigan,1972,tt0068371,"Action, Adventure, Family"
6/17/2024 11:35:18,VHS,Good Will Hunting,1997,tt0119217,"Drama, Romance"
6/17/2024 11:36:37,VHS,Get Shorty,1995,tt0113161,"Comedy, Crime, Thriller"
6/17/2024 11:37:53,VHS,G. I. Jane,1997,tt0119173,"Action, Drama, War"
6/17/2024 11:38:43,VHS,Gladiator,2000,tt0172495,"Action, Adventure, Drama"
6/17/2024 11:40:50,VHS,"Ghost in the Darkness, The",1996,tt0116409,"Adventure, Drama, Thriller"
6/17/2024 11:41:43,VHS,Ghost,1990,tt0099653,"Drama, Fantasy, Romance"
6/18/2024 3:32:29,DVD,Groundhog Day,1993,tt0107048,"Comedy, Drama, Fantasy"
6/18/2024 3:33:10,DVD,How the Grinch Stole Christmas,2000,tt0170016,"Comedy, Family, Fantasy"
6/18/2024 3:34:00,DVD,Gremlins,1984,tt0087363,"Comedy, Fantasy, Horror"
6/18/2024 3:34:56,DVD,"Greatest Showman, The",2017,tt1485796,"Biography, Drama, Musical"
6/18/2024 3:35:48,DVD,"Greatest Escape, The",1963,tt0057115,"Adventure, Drama, Thriller"
6/18/2024 3:36:28,DVD,"Goonies, The",1985,tt0089218,"Adventure, Comedy, Family"
6/18/2024 3:37:21,DVD,Austin Powers in Goldmember,2002,tt0295178,"Action, Adventure, Comedy"
6/18/2024 3:38:07,DVD,Ghost Rider,2007,tt0259324,"Action, Fantasy, Thriller"
6/18/2024 3:38:49,DVD,Ghostbusters II,1989,tt0097428,"Action, Comedy, Fantasy"
6/18/2024 3:39:32,DVD,Ghostbusters,1984,tt0087332,"Action, Comedy, Fantasy"
6/18/2024 3:40:54,DVD,Garfield: The Movie,2004,tt0356634,"Adventure, Comedy, Family"
6/18/2024 3:41:36,VHS,Gordy,1994,tt0113199,"Comedy, Drama, Family"
6/18/2024 3:42:27,VHS,Grumpier Old Men,1995,tt0113228,"Comedy, Romance"
6/18/2024 3:43:19,VHS,"Godfather, The",1972,tt0068646,"Crime, Drama"
6/18/2024 3:43:55,VHS,"Guy Thing, A",2003,tt0295289,"Comedy, Romance"
6/18/2024 3:45:03,VHS,Grumpy Old Men,1993,tt0107050,"Comedy, Drama, Romance"
6/18/2024 3:46:06,VHS,Gulliver's Travels,1939,tt0031397,"Adventure, Animation, Comedy"
6/18/2024 3:46:54,VHS,Ferngully: The Last Rainforest,1992,tt0104254,"Adventure, Animation, Family"
6/18/2024 3:47:37,VHS,Flatliners,1990,tt0099582,"Drama, Horror, Sci-Fi"
6/18/2024 3:48:29,VHS,Fargo,1996,tt0116282,"Crime, Thriller"
6/21/2024 2:25:56,VHS,Gang Busters,,,"Crime, Drama"
6/21/2024 2:26:36,VHS,Grease,1978,tt0077631,"Comedy, Musical, Romance"
6/21/2024 2:27:27,VHS,Grand Canyon,1991,tt0101969,"Crime, Drama"
6/21/2024 2:28:13,VHS,Going My Way,1944,tt0036872,"Comedy, Drama, Music"
6/21/2024 2:29:03,VHS,Gone with the Wind,1939,tt0031381,"Drama, Romance, War"
6/21/2024 2:29:45,VHS,"Green Mile, The",1999,tt0120689,"Crime, Drama, Fantasy"
6/21/2024 2:30:45,VHS,Goodfellas,1990,tt0099685,"Biography, Crime, Drama"
6/23/2024 13:47:06,DVD,Friends for Life,2008,tt1111231,"Drama, War"
6/23/2024 13:48:21,DVD,Friday the 13th Part VIII: Jason Takes Manhattan,1989,tt0097388,"Action, Horror, Thriller"
6/23/2024 13:49:40,DVD,Friday the 13th Part VII: The New Blood,1988,tt0095179,"Horror, Thriller"
6/23/2024 13:50:35,DVD,Friday the 13th Part VI: Jason Lives,1986,tt0091080,"Horror, Thriller"
6/23/2024 13:51:28,DVD,Friday the 13th Part V: A New Beginning,1985,tt0089173,"Horror, Mystery, Thriller"
6/23/2024 13:52:27,DVD,Freddy vs. Jason,2003,tt0329101,"Action, Horror"
6/23/2024 13:53:33,DVD,"Flintstones Christmas Carol, A",1994,tt0193164,"Animation, Comedy, Family"
6/23/2024 13:54:15,DVD,"Fifth Element, The",1997,tt0119116,"Action, Adventure, Sci-Fi"
6/23/2024 13:55:12,DVD,Fast & Furious,2009,tt1013752,"Action, Crime, Thriller"
6/23/2024 13:56:17,VHS,Fearless,1993,tt0106881,"Drama, Thriller"
6/23/2024 13:57:10,VHS,Ferris Beuller's Day Off,1986,tt0091042,Comedy
6/23/2024 13:58:03,VHS,"Few Good Men, A",1992,tt0104257,"Drama, Thriller"
6/23/2024 13:58:45,VHS,Fletch,1985,tt0089155,"Comedy, Crime, Mystery"
6/23/2024 13:59:21,VHS,"First Wives Club, The",1996,tt0116313,Comedy
6/23/2024 14:00:01,VHS,First Knight,1995,tt0113071,"Action, Adventure, Drama"
6/23/2024 14:00:42,VHS,"Firm, The",1993,tt0106918,"Drama, Mystery, Thriller"
6/23/2024 14:01:33,VHS,"American Tale: Fievel Goes West, An",1991,tt0106918,"Adventure, Animation, Family"
6/23/2024 14:02:31,VHS,Fiddler on the Roof,1971,tt0067093,"Drama, Family, Musical"
6/23/2024 14:03:13,VHS,"Few Good Men, A",1992,tt0104257,"Drama, Thriller"
6/23/2024 14:04:18,VHS,Frequency,2000,tt0186151,"Crime, Drama, Mystery"
6/23/2024 14:05:06,VHS,For Whom the Bell Tolls,1943,tt0035896,"Adventure, Drama, History"
6/23/2024 14:05:47,VHS,Far and Away,1992,tt0104231,"Adventure, Drama, Romance"
6/23/2024 14:06:36,VHS,"Family Man, The",2000,tt0218967,"Comedy, Drama, Fantasy"
6/23/2024 14:07:22,VHS,Fallen,1998,tt0119099,"Action, Crime, Drama"
6/23/2024 14:08:14,VHS,Father of the Bride,1991,tt0101862,"Comedy, Family, Romance"
6/23/2024 14:09:08,VHS,Father of the Bride Part II,1995,tt0113041,"Comedy, Family, Romance"
6/23/2024 14:09:58,VHS,Father Goose,1964,tt0058092,"Adventure, Comedy, Romance"
6/23/2024 14:10:34,VHS,Fair Game,1995,tt0113010,"Action, Romance, Thriller"
6/23/2024 14:11:10,VHS,Face/Off,1997,tt0119094,"Action, Crime, Sci-Fi"
6/23/2024 14:12:19,VHS,Fantasia,1940,tt0032455,"Animation, Family, Fantasy"
6/23/2024 14:13:09,VHS,Free Willy 3: The Rescue,1997,tt0119152,"Adventure, Drama, Family"
6/23/2024 14:13:52,VHS,Free Willy 2: The Adventure Home,1995,tt0113114,"Adventure, Drama, Family"
6/23/2024 14:14:32,VHS,Free Willy,1993,tt0106965,"Adventure, Drama, Family"
6/23/2024 14:15:20,VHS,"Fox and the Hound, The",1981,tt0082406,"Adventure, Animation, Drama"
6/23/2024 14:15:53,VHS,Flubber,1997,tt0119137,"Comedy, Family, Sci-Fi"
6/23/2024 14:16:37,VHS,Finding Nemo,2003,tt0266543,"Adventure, Animation, Comedy"
6/23/2024 14:17:28,VHS,Fantasia 2000,1999,tt0120910,"Animation, Family, Fantasy"
6/23/2024 14:19:06,VHS,"Fugitive, The",1993,tt0106977,"Action, Crime, Drama"
6/23/2024 14:19:26,VHS,"Fugitive, The",1993,tt0106977,"Action, Crime, Drama"
6/23/2024 14:20:14,VHS,Funny Girl,1968,tt0062994,"Biography, Comedy, Drama"
6/23/2024 14:20:56,VHS,Fried Green Tomatoes,1991,tt0101921,Drama
6/23/2024 14:21:55,VHS,Freaky Friday,1976,tt0076054,"Comedy, Family, Fantasy"
6/23/2024 14:22:41,VHS,Field of Dreams,1989,tt0097351,"Drama, Family, Fantasy"
6/23/2024 14:23:17,VHS,"Fourth Protocol, The",1987,tt0093044,Thriller
6/23/2024 14:23:57,VHS,Four Weddings and a Funeral,1994,tt0109831,"Comedy, Drama, Romance"
6/23/2024 14:24:37,VHS,Forces of Nature,1999,tt0141098,"Comedy, Romance"
6/23/2024 14:25:14,VHS,Forever Young,1992,tt0104291,"Drama, Romance, Sci-Fi"
6/23/2024 14:25:50,VHS,Forrest Gump,1994,tt0109830,"Drama, Romance"
6/23/2024 14:26:32,VHS,For the Boys,1991,tt0101902,"Comedy, Drama, Music"
6/28/2024 9:49:18,VHS,"Hunchback of Notre Dame, The",1996,tt0116583,"Animation, Drama, Fantasy"
6/28/2024 9:50:03,VHS,Holes,2003,tt0311289,"Adventure, Comedy, Drama"
6/28/2024 9:50:43,VHS,Hercules,1997,tt0119282,"Action, Adventure, Animation"
6/28/2024 9:51:33,VHS,Heidi,1937,tt0028988,"Drama, Family, Musical"
6/28/2024 9:52:40,DVD,High School Musical 2,2007,tt0810900,"Comedy, Drama, Family"
6/28/2024 9:53:27,DVD,High School Musical,2006,tt0475293,"Comedy, Drama, Family"
6/28/2024 9:54:14,DVD,Heat,1995,tt0113277,"Action, Crime, Drama"
6/28/2024 9:55:21,DVD,Harry Potter and the Prisoner of Azkaban,2004,tt0304141,"Adventure, Family, Fantasy"
6/28/2024 9:56:14,DVD,Harry Potter and the Chamber of Secrets,2002,tt0295297,"Adventure, Family, Fantasy"
6/28/2024 9:56:59,DVD,Happy Feet,2006,tt0366548,"Adventure, Animation, Comedy"
6/28/2024 9:57:33,DVD,"Hangover, The",2009,tt1119646,Comedy
6/28/2024 9:58:13,DVD,Halloween,1978,tt0077651,"Horror, Thriller"
6/28/2024 9:59:08,VHS,Hook,1991,tt0102057,"Adventure, Comedy, Family"
6/28/2024 9:59:56,VHS,Homeward Bound: The Incredible Journey,1993,tt0107131,"Adventure, Comedy, Drama"
6/28/2024 10:00:30,VHS,Homeward Bound: The Incredible Journey,1993,tt0107131,"Adventure, Comedy, Drama"
6/28/2024 10:01:50,VHS,Home Alone,1990,tt0099785,"Comedy, Family"
6/28/2024 10:02:47,DVD,"Hunt for Red October, The",1990,tt0099810,"Action, Adventure, Thriller"
6/28/2024 10:03:32,VHS,How the West Was Won,1962,tt0056085,"Adventure, War, Western"
6/28/2024 10:04:26,VHS,How the Grinch Stole Christmas!,1966,tt0060345,"Animation, Comedy, Family"
6/28/2024 10:05:24,VHS,Hope Floats,1998,tt0119313,"Drama, Romance"
6/28/2024 10:06:26,VHS,Harvey,1950,tt0042546,"Comedy, Drama, Fantasy"
6/28/2024 10:07:29,VHS,Heart of the Rockies,1951,tt0043626,"Drama, Music, Western"
6/28/2024 10:08:15,VHS,Happy Gilmore,1996,tt0116483,"Comedy, Sport"
6/28/2024 10:09:20,VHS,Howards End,1992,tt0104454,"Drama, Romance"
6/28/2024 10:10:07,VHS,Hoffa,1992,tt0104427,"Biography, Crime, Drama"
6/28/2024 10:11:01,VHS,Holiday Inn,1942,tt0034862,"Comedy, Drama, Music"
6/28/2024 10:11:53,VHS,Home Alone,1990,tt0099785,"Comedy, Family"
6/28/2024 10:13:13,VHS,Hans Christian Andersen,1952,,"Biography, Family, Musical"
6/28/2024 10:13:55,VHS,"Hitman, The",1991,tt0102045,"Action, Crime, Thriller"
6/28/2024 10:15:01,VHS,Hamburger Hill,1987,tt0093137,"Action, Drama, Thriller"
6/28/2024 10:15:47,VHS,Hamlet,1990,tt0099726,Drama
6/28/2024 10:16:40,VHS,His Girl Friday,1940,tt0032599,"Comedy, Drama, Romance"
6/28/2024 10:17:26,VHS,Highlander: Endgame,2000,tt0144964,"Action, Adventure, Fantasy"
6/28/2024 10:18:34,VHS,Highlander,1986,tt0091203,"Action, Adventure, Fantasy"
6/28/2024 10:19:11,VHS,Her Alibi,1989,tt0097500,"Comedy, Crime, Mystery"
6/28/2024 10:19:47,VHS,Hellfighters,1968,tt0063060,"Action, Adventure, Drama"
7/1/2024 3:44:40,Blu-ray,Robin Hood,2010,tt0955308,"Action, Adventure, Drama"
7/1/2024 3:45:28,Blu-ray,One Flew Over the Cuckoo's Nest,1975,,Drama
7/1/2024 3:46:17,Blu-ray,Les Miserables,2012,tt1707386,"Drama, Musical, Romance"
7/1/2024 3:47:11,Blu-ray,Yor The Hunter from the Future,1983,tt0084935,"Action, Adventure, Fantasy"
7/1/2024 3:48:24,Blu-ray,Ice Age The Meltdown,2006,tt0438097,"Adventure, Animation, Comedy"
7/1/2024 3:49:28,VHS,Ice Age,2002,tt0268380,"Adventure, Animation, Comedy"
7/1/2024 3:50:14,DVD,It's a Wonderful Life,1946,tt0038650,"Drama, Family, Fantasy"
7/1/2024 3:50:54,DVD,It,1990,tt0099864,"Drama, Horror, Mystery"
7/1/2024 3:51:34,DVD,"I, Robot",2004,tt0343818,"Action, Mystery, Sci-Fi"
7/1/2024 3:52:35,DVD,"Inspector General, The",1949,tt0041509,"Comedy, Musical, Romance"
7/1/2024 3:53:22,DVD,Indiana Jones and the Kingdom of the Crystal Skull,2008,tt0367882,"Action, Adventure"
7/1/2024 3:54:13,DVD,Inception,2010,tt1375666,"Action, Adventure, Sci-Fi"
7/1/2024 3:54:59,DVD,I Am Legend,2007,tt0480249,"Action, Drama, Horror"
7/1/2024 3:57:23,VHS,I Love Lucy The Collectors Edition Home Sweet Home,1956,,Comedy
7/1/2024 3:58:01,VHS,I Love Lucy The Collector's Edition The Beginning to the End,1990,,Crime
7/1/2024 3:58:49,VHS,I Love Lucy The Collector's Edition Lucy Plays Matchmaker,1954,,Comedy
7/1/2024 3:59:17,VHS,I Love Lucy The Collector's Edition Hair Pieces,1954,,Comedy
7/1/2024 3:59:55,VHS,I Love Lucy The Collector's Edition Lucy's Performance,1957,,Comedy
7/1/2024 4:00:24,VHS,I Love Lucy The Collector's Edition Dinner Reservations,1957,,Comedy
7/1/2024 4:00:50,VHS,I Love Lucy The Collector's Edition Ricky Under the Water,1953,,Comedy
7/1/2024 4:01:20,VHS,I Love Lucy The Collector's Edition The Fine Arts Club,1954,,Comedy
7/1/2024 11:55:34,VHS,I Love Lucy The Collector's Edition The Ricardos are Having a Baby,1953,,Comedy
7/1/2024 11:56:04,VHS,I Love Lucy The Collector's Edition Lucy's Troubles Managing Money,1954,,Comedy
7/1/2024 11:56:31,VHS,I Love Lucy The Collector's Edition Lucy and the Stars,1956,,Comedy
7/1/2024 11:56:56,VHS,I Love Lucy The Collector's Edition In Los Angeles,1955,,Comedy
7/1/2024 11:57:23,VHS,I Love Lucy The Collector's Edition Lucy Interfering in Ricky's Act,1955,,Comedy
7/1/2024 11:57:49,VHS,I Love Lucy The Collector's Edition Lucy Wants Attention,1954,,Comedy
7/1/2024 11:58:47,VHS,I Love Lucy The Collector's Edition Lucy the Clown,1952,,Comedy
7/1/2024 11:59:11,VHS,I Love Lucy The Collector's Edition Lucy in the Country,1957,,Comedy
7/1/2024 11:59:34,VHS,I Love Lucy The Collector's Edition Lucy Causing Trouble,1955,,Comedy
7/1/2024 11:59:59,VHS,I Love Lucy The Collector's Edition Lucy and Ricky Perform Together,1953,,Comedy
7/1/2024 12:00:30,VHS,I Love Lucy The Collector's Edition Wrong Conclusions,1952,,Comedy
7/1/2024 12:00:54,VHS,I Love Lucy The Collector's Edition Precarious Predicaments,1957,,Comedy
7/1/2024 15:21:22,VHS,I Love Lucy The Collector's Edition Lucy Stalks the Stars,1956,,Comedy
7/1/2024 15:21:53,VHS,I Love Lucy The Collector's Edition Lucy the Dancer,1955,,Comedy
7/1/2024 15:22:27,VHS,I Love Lucy The Collector's Edition Lucy's Publicity Stunts,1955,,Comedy
7/1/2024 15:23:18,VHS,I Love Lucy The Collector's Edition A Cuban in Connecticut,1957,,Comedy
7/1/2024 15:23:56,VHS,I Love Lucy The Collector's Edition Battle of the Sexes,1953,,Comedy
7/1/2024 15:24:31,VHS,I Love Lucy The Collector's Edition Happy Anniversary,1956,,Comedy
7/1/2024 15:25:31,VHS,I Love Lucy The Collector's Edition Stagestruck Lucy,1953,,Comedy
7/1/2024 15:26:03,VHS,I Love Lucy The Collector's Edition New Tenants,1954,,Comedy
7/1/2024 15:26:42,VHS,I Love Lucy The Collector's Edition Little Ricky,1955,,Comedy
7/1/2024 15:28:49,VHS,I Love Lucy The Collector's Edition The Apartment,1954,,Comedy
7/1/2024 15:29:21,VHS,I Love Lucy The Collector's Edition Family History,1956,,Comedy
7/1/2024 15:29:51,VHS,I Love Lucy The Collector's Edition Travel Plans,1956,,Comedy
7/1/2024 15:30:23,VHS,I Love Lucy The Collector's Edition Shall We Dance,1953,,Comedy
7/1/2024 15:31:03,VHS,I Love Lucy The Collector's Edition Lucy Needs Help,1956,,Comedy
7/1/2024 15:31:57,VHS,I Love Lucy The Collector's Edition Men & Women,1953,,Comedy
7/3/2024 11:45:53,VHS,"Inn of the Sixth Happiness, The",1958,tt0051776,"Biography, Drama, War"
7/3/2024 11:46:30,VHS,Instinct,1999,tt0128278,"Drama, Thriller"
7/3/2024 11:47:03,VHS,Identity,2003,tt0309698,"Mystery, Thriller"
7/3/2024 11:47:58,VHS,Indiana Jones and the Last Crusade,1989,tt0097576,"Action, Adventure"
7/3/2024 11:48:47,VHS,Independence Day,1996,tt0097576,"Action, Adventure, Sci-Fi"
7/3/2024 11:49:15,VHS,Independence Day,1996,tt0097576,"Action, Adventure, Sci-Fi"
7/3/2024 11:49:59,VHS,It Could Happen to You,1994,tt0110167,"Comedy, Drama, Romance"
7/3/2024 11:50:58,VHS,"Invisible Man, The",1933,tt0024184,"Horror, Sci-Fi"
7/3/2024 11:51:39,VHS,Indecent Proposal,1993,tt0107211,"Drama, Romance"
7/3/2024 11:52:56,VHS,Imitation of Life,1934,tt0025301,"Comedy, Drama, Romance"
7/3/2024 11:55:32,VHS,Image of the Beast,1981,tt0080915,"Sci-Fi, Thriller"
7/3/2024 11:56:28,VHS,It's a Wonderful Life,1946,tt0038650,"Drama, Family, Fantasy"
7/3/2024 11:57:15,VHS,"It's a Mad, Mad, Mad, Mad World",1963,tt0057193,"Action, Adventure, Comedy"
7/4/2024 12:03:38,VHS,"Truth About Cats & Dogs, The",1996,tt0117979,"Comedy, Romance"
7/4/2024 12:04:27,VHS,Trojan War,1997,tt0120376,"Comedy, Romance"
7/4/2024 12:05:09,VHS,"Thin Man, The",1934,tt0025878,"Comedy, Crime, Mystery"
7/4/2024 12:06:02,VHS,"Thomas Crown Affair, The",1999,tt0155267,"Crime, Romance, Thriller"
7/4/2024 12:07:19,VHS,That Touch of Mink,1962,tt0056575,"Comedy, Romance"
7/4/2024 12:08:28,VHS,There's No Business Like Show Business,1954,tt0047574,"Comedy, Drama, Musical"
7/4/2024 12:09:23,VHS,Time Changer,2002,tt0295725,"Drama, Fantasy, Sci-Fi"
7/4/2024 12:10:08,VHS,Tin Cup,1996,tt0117918,"Comedy, Drama, Romance"
7/4/2024 12:11:04,VHS,"Thief in the Night, A",1972,tt0070795,"Drama, Fantasy, Horror"
7/4/2024 12:12:04,VHS,Titanic,1997,tt0120338,"Drama, Romance"
7/4/2024 12:12:58,VHS,Three Fugitives,1989,tt0098471,"Action, Comedy"
7/4/2024 12:14:01,VHS,Three Men and a Little Lady,1990,tt0098966,"Comedy, Drama, Family"
7/4/2024 12:15:12,VHS,"Three Stooges, The",1988,,"Animation, Comedy"
7/4/2024 12:15:56,VHS,Throw Momma from the Train,1987,tt0094142,"Comedy, Crime, Thriller"
7/4/2024 21:27:58,VHS,Twister,1996,tt0117998,"Action, Adventure, Thriller"
7/4/2024 21:28:45,VHS,Two If by Sea,1996,tt0118002,"Comedy, Crime, Romance"
7/4/2024 21:29:33,VHS,Trial and Error,1997,tt0120373,"Comedy, Romance"
7/4/2024 21:30:20,VHS,There's Something About Mary,1998,tt0129387,"Comedy, Romance"
7/4/2024 21:31:13,VHS,Total Recall,1990,tt0100802,"Action, Adventure, Sci-Fi"
7/4/2024 21:32:16,VHS,Trapped in Paradise,1994,tt0111477,"Adventure, Comedy, Crime"
7/4/2024 21:33:36,VHS,Tremors 3: Back to Perfection,2001,,"Action, Comedy, Horror"
7/4/2024 21:35:45,VHS,Turner & Hooch,1989,tt0098536,"Comedy, Crime, Drama"
7/4/2024 21:36:30,VHS,Tora! Tora! Tora!,1970,tt0066473,"Action, Drama, History"
7/4/2024 21:37:18,VHS,Time After Time,1979,tt0080025,"Adventure, Drama, Sci-Fi"
7/4/2024 21:38:12,VHS,Top Gun,1986,tt0092099,"Action, Drama"
7/4/2024 21:38:53,VHS,Tootsie,1982,tt0084805,"Comedy, Drama, Romance"
7/4/2024 21:39:33,VHS,Tommy Boy,1995,,"Adventure, Comedy"
7/4/2024 21:40:36,VHS,Tears of the Sun,2003,tt0314353,"Action, Drama, Thriller"
7/4/2024 21:42:07,VHS,Teenage Mutant Ninja Turtles: Heroes in a Halfshell,1987,,"Action, Adventure, Animation"
7/4/2024 21:43:02,VHS,Terminal Velocity,1994,tt0111400,"Action, Mystery, Romance"
7/4/2024 21:43:42,VHS,That Thing You Do!,1996,tt0117887,"Comedy, Drama, Music"
7/4/2024 21:44:45,VHS,Tales of Beatrix Potter,1986,,Animation
7/4/2024 21:45:28,VHS,Tango & Cash,1989,tt0098439,"Action, Comedy, Crime"
7/4/2024 22:12:25,VHS,Another Pair of Aces: Three of a Kind,1991,tt0101355,"Crime, Drama"
7/4/2024 22:27:56,VHS,Just Cause,1995,tt0113501,"Action, Crime, Drama"
7/4/2024 22:30:08,VHS,Jesus Christ Superstar,2000,,"Drama, History, Musical"
7/4/2024 22:30:53,VHS,Jack and the Beanstalk,1952,tt0044762,"Comedy, Family, Fantasy"
7/4/2024 22:31:43,VHS,Jeremiah Johnson,1972,,"Adventure, Drama, Western"
7/4/2024 22:32:27,VHS,Jerry Maguire,1996,tt0116695,"Comedy, Drama, Romance"
7/4/2024 22:33:11,VHS,Jesus of Nazareth,1977,tt0075520,"Biography, Drama, History"
7/4/2024 22:34:41,VHS,Jurassic Park,1993,tt0107290,"Action, Adventure, Sci-Fi"
7/4/2024 22:35:23,VHS,Junior,1994,tt0110216,"Comedy, Romance, Sci-Fi"
7/4/2024 22:36:12,VHS,"Jewel of the Nile, The",1985,tt0089370,"Action, Adventure, Comedy"
7/4/2024 22:37:06,VHS,JFK,1991,tt0102138,"Drama, History, Thriller"
7/4/2024 22:37:54,VHS,John Q,2002,tt0251160,"Crime, Drama, Thriller"
7/4/2024 22:39:01,VHS,Journey to the Center of the Earth,1959,tt0052948,"Adventure, Family, Fantasy"
7/4/2024 22:46:53,VHS,King of Kings,1961,tt0055047,"Biography, Drama"
7/4/2024 22:47:36,VHS,K-9,1989,tt0097637,"Action, Comedy, Crime"
7/4/2024 22:48:27,VHS,K-19: The Widowmaker,2002,tt0267626,"Drama, History, Thriller"
7/4/2024 22:49:18,VHS,Kiss the Girls,1997,tt0119468,"Crime, Drama, Mystery"
7/4/2024 22:50:07,VHS,"Knight's Tale, A",2001,tt0183790,"Action, Adventure, Romance"
7/4/2024 22:50:54,VHS,"King and I, The",1956,tt0049408,"Biography, Drama, Musical"
7/9/2024 12:15:52,VHS,"Jungle Book, The",1994,tt0110213,"Adventure, Family, Fantasy"
7/9/2024 12:16:23,VHS,"Jungle Book, The",1994,tt0110213,"Adventure, Family, Fantasy"
7/9/2024 12:18:56,VHS,"Jungle Book, The",1967,tt0061852,"Adventure, Animation, Comedy"
7/9/2024 12:19:43,VHS,Jumanji,1995,tt0113497,"Adventure, Comedy, Family"
7/9/2024 12:20:31,VHS,Jingle All the Way,1996,tt0116705,"Adventure, Comedy, Family"
7/9/2024 12:21:26,VHS,Jack Frost,1998,tt0141109,"Comedy, Drama, Family"
7/9/2024 12:23:22,VHS,Jungle Book 2,2003,tt0283426,"Adventure, Animation, Comedy"
7/9/2024 12:24:13,VHS,Joseph and the Amazing Technicolor Dreamcoat,1999,tt0175790,Musical
7/9/2024 12:24:46,DVD,Juno,2007,tt0467406,"Comedy, Drama"
7/9/2024 12:26:02,DVD,"Jungle Book, The",1942,tt0034928,"Action, Adventure, Family"
7/9/2024 12:27:12,DVD,Johnny Test: Super Smarty Pants,2005,,Animation
7/9/2024 12:28:05,DVD,Jesus Christ Superstar,1973,tt0070239,"Drama, History, Musical"
7/9/2024 12:28:54,VHS,"Karate Kid, The",1984,tt0087538,"Action, Drama, Family"
7/9/2024 12:29:47,DVD,Kung Fu Panda,2008,tt0441773,"Action, Adventure, Animation"
7/9/2024 12:30:32,DVD,K-9: P.I.,2002,tt0328007,"Action, Comedy, Crime"
7/14/2024 7:27:29,VHS,Lady and the Tramp II: Scamp's Adventure,2001,tt0249677,"Adventure, Animation, Comedy"
7/14/2024 7:28:05,VHS,Lady and the Tramp,1955,tt0048280,"Adventure, Animation, Comedy"
7/14/2024 7:29:14,VHS,"Little Mermaid, The",1989,tt0097757,"Adventure, Animation, Family"
7/14/2024 7:30:08,VHS,"Lion King II: Simba's Pride, The",1998,tt0120131,"Adventure, Animation, Drama"
7/14/2024 7:31:15,VHS,The Lion King 1½,2004,tt0318403,"Adventure, Animation, Comedy"
7/14/2024 7:33:24,VHS,Little Women,1994,tt0110367,"Drama, Family, Romance"
7/14/2024 7:33:59,VHS,"Lion King, The",1994,tt0110357,"Adventure, Animation, Drama"
7/14/2024 7:34:42,VHS,Lilo & Stitch,2002,tt0275847,"Adventure, Animation, Comedy"
7/14/2024 7:36:08,DVD,"Lord of the Rings: The Return of the King, The",2003,tt0167260,"Action, Adventure, Drama"
7/14/2024 7:37:06,DVD,"Lord of the Rings: The Two Towers, The",2002,tt0167261,"Action, Adventure, Drama"
